Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
2313,स्,ग्,ः ग्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2314,स्,ग्,र्ग्,रुत्व -> विसर्ग,,,
2315,स्,घ्,ः घ्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2316,स्,घ्,र्घ्,रुत्व -> विसर्ग,,,
2317,स्,ङ्,ः ङ्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2318,स्,ङ्,र् ङ्,रुत्व -> विसर्ग,,,
2319,स्,च्,श्च्,श्चुत्व,8.4.40,,
2320,स्,छ्,श्छ्,श्चुत्व,8.4.40,,
2321,स्,ज्,श्ज्,श्चुत्व,8.4.40,,
2322,स्,झ्,श्झ्,श्चुत्व,8.4.40,,
2323,स्,ञ्,श्ञ्,श्चुत्व,8.4.40,,
2324,स्,ट्,ष्ट्,ष्टुत्व,8.4.41,,
2325,स्,ठ्,ष्ठ्,ष्टुत्व,8.4.41,,
2326,स्,ड्,ष्ड्,ष्टुत्व,8.4.41,,
2327,स्,ढ्,ष्ढ्,ष्टुत्व,8.4.41,,
2328,स्,ण्,ष्ण्,ष्टुत्व,8.4.41,,
2329,स्,त्,ः त्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2330,स्,थ्,ः थ्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2331,स्,द्,ः द्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2332,स्,द्,र्द्,रुत्व -> विसर्ग,,,
2333,स्,ध्,ः ध्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2334,स्,ध्,र्ध्,रुत्व -> विसर्ग,,,
2335,स्,न्,ः न्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2336,स्,न्,र्न्,रुत्व -> विसर्ग,,,
2337,स्,प्,ः प्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2338,स्,फ्,ः फ्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2339,स्,ब्,ः ब्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2340,स्,ब्,र्ब्,रुत्व -> विसर्ग,,,
2341,स्,भ्,ः भ्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2342,स्,भ्,र्भ्,रुत्व -> विसर्ग,,,
2343,स्,म्,ः म्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2344,स्,म्,र्म्,रुत्व -> विसर्ग,,,
2345,स्,य्,ः य्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2346,स्,य्,र्य्,रुत्व -> विसर्ग,,,
2347,स्,र्,ः र्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2348,स्,र्,र्र्,रुत्व -> विसर्ग,,,
2349,स्,ल्,ः ल्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2350,स्,ल्,र्ल्,रुत्व -> विसर्ग,,,
2351,स्,व्,ः व्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2352,स्,व्,र्व्,रुत्व -> विसर्ग,,,
2353,स्,श्,श्श्,श्चुत्व,8.4.40,,
2354,स्,ष्,ष्ष्,ष्टुत्व,8.4.41,,
2355,स्,स्,ः स्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2356,स्,ह्,ः ह्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2357,स्,ह्,र्ह्,रुत्व -> विसर्ग,,,
2358,ह्,अ,ह,वर्णमेलन,,,
2359,ह्,आ,हा,वर्णमेलन,,,
2360,ह्,इ,हि,वर्णमेलन,,,
2361,ह्,ई,ही,वर्णमेलन,,,
2362,ह्,उ,हु,वर्णमेलन,,,
2363,ह्,ऊ,हू,वर्णमेलन,,,
2364,ह्,ऋ,हृ,वर्णमेलन,,,
2365,ह्,़,ह़्,वर्णमेलन,,,
2366,ह्,ऌ,हॢ,वर्णमेलन,,,
2367,ह्,ए,हे,वर्णमेलन,,,
2368,ह्,ऐ,है,वर्णमेलन,,,
2369,ह्,ओ,हो,वर्णमेलन,,,
2370,ह्,औ,हौ,वर्णमेलन,,,
2371,ह्,क्,ह्क्,वर्णमेलन,,,
2372,ह्,ख्,ह्ख्,वर्णमेलन,,,
2373,ह्,ग्,ह्ग्,वर्णमेलन,,,
2374,ह्,घ्,ह्घ्,वर्णमेलन,,,
2375,ह्,ङ्,ह्ङ्,वर्णमेलन,,,
2376,ह्,च्,ह्च्,वर्णमेलन,,,
2377,ह्,छ्,ह्छ्,वर्णमेलन,,,
2378,ह्,ज्,ह्ज्,वर्णमेलन,,,
2379,ह्,झ्,ह्झ्,वर्णमेलन,,,
2380,ह्,ञ्,ह्ञ्,वर्णमेलन,,,
2381,ह्,ट्,ह्ट्,वर्णमेलन,,,
2382,ह्,ठ्,ह्ठ्,वर्णमेलन,,,
2383,ह्,ड्,ह्ड्,वर्णमेलन,,,
2384,ह्,ढ्,ह्ढ्,वर्णमेलन,,,
2385,ह्,ण्,ह्ण्,वर्णमेलन,,,
2386,ह्,त्,ह्त्,वर्णमेलन,,,
2387,ह्,थ्,ह्थ्,वर्णमेलन,,,
2388,ह्,द्,ह्द्,वर्णमेलन,,,
2389,ह्,ध्,ह्ध्,वर्णमेलन,,,
2390,ह्,न्,ह्न्,वर्णमेलन,,,
2391,ह्,प्,ह्प्,वर्णमेलन,,,
2392,ह्,फ्,ह्फ्,वर्णमेलन,,,
2393,ह्,ब्,ह्ब्,वर्णमेलन,,,
2394,ह्,भ्,ह्भ्,वर्णमेलन,,,
2395,ह्,म्,ह्म्,वर्णमेलन,,,
2396,ह्,य्,ह्य्,वर्णमेलन,,,
2397,ह्,र्,ह्र्,वर्णमेलन,,,
2398,ह्,ल्,ह्ल्,वर्णमेलन,,,
2399,ह्,व्,ह्व्,वर्णमेलन,,,
2400,ह्,श्,ह्श्,वर्णमेलन,,,
2401,ह्,ष्,ह्ष्,वर्णमेलन,,,
2402,ह्,स्,ह्स्,वर्णमेलन,,,
2403,ह्,ह्,ह्ह्,वर्णमेलन,,,
2404,अः,अ,ओऽ,रुत्व -> उत्व-> गुण-> पूर्वरुप,8.2.66; 6.1.113; 6.1.87; 6.1.109,,
2405,अः,अं,ओंऽ,रुत्व -> उत्व-> गुण-> पूर्वरुप,8.2.66; 6.1.113; 6.1.87; 6.1.109,,
2406,अः,आ,अ आ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2407,अः,आ,अया,रुत्व -> यत्व,8.2.66; 8.3.17,,
2408,अः,इ,अ इ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2409,अः,इ,अयि,रुत्व -> यत्व,8.2.66; 8.3.17,,
2410,अः,ई,अ ई,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2411,अः,ई,अयी,रुत्व -> यत्व,8.2.66; 8.3.17,,
2412,अः,उ,अ उ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2413,अः,उ,अयु,रुत्व -> यत्व,8.2.66; 8.3.17,,
2414,अः,ऊ,अ ऊ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2415,अः,ऊ,अयू,रुत्व -> यत्व,8.2.66; 8.3.17,,
2416,अः,ऋ,अ ऋ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2417,अः,ऋ,अयृ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2418,अः,़,अ ़,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2419,अः,़,अय़्,रुत्व -> यत्व,8.2.66; 8.3.17,,
2420,अः,ऌ,अ ऌ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2421,अः,ऌ,अयॢ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2422,अः,ए,अ ए,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2423,अः,ए,अये,रुत्व -> यत्व,8.2.66; 8.3.17,,
2424,अः,ऐ,अ ऐ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2425,अः,ऐ,अयै,रुत्व -> यत्व,8.2.66; 8.3.17,,
2426,अः,ओ,अ ओ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2427,अः,ओ,अयो,रुत्व -> यत्व,8.2.66; 8.3.17,,
2428,अः,औ,अ औ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2429,अः,औ,अयौ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2430,अः,श्,अश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2431,अः,श्,अः श्,विसर्ग,8.3.36,,
2432,अः,ष्,अष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2433,अः,ष्,अः ष्,विसर्ग,8.3.36,,
2434,अः,स्,अस्स्,सत्व,8.3.34,,
2435,अः,स्,अः स्,विसर्ग,8.3.36,,
2436,आः,अ,आ अ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2437,आः,अ,आय,रुत्व -> यत्व,8.2.66; 8.3.17,,
2438,आः,आ,आ आ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2439,आः,आ,आया,रुत्व -> यत्व,8.2.66; 8.3.17,,
2440,आः,इ,आ इ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2441,आः,इ,आयि,रुत्व -> यत्व,8.2.66; 8.3.17,,
2442,आः,ई,आ ई,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2443,आः,ई,आयी,रुत्व -> यत्व,8.2.66; 8.3.17,,
2444,आः,उ,आ उ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2445,आः,उ,आयु,रुत्व -> यत्व,8.2.66; 8.3.17,,
2446,आः,ऊ,आ ऊ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2447,आः,ऊ,आयू,रुत्व -> यत्व,8.2.66; 8.3.17,,
2448,आः,ऋ,आ ऋ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2449,आः,ऋ,आयृ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2450,आः,़,आ ़,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2451,आः,़,आय़्,रुत्व -> यत्व,8.2.66; 8.3.17,,
2452,आः,ऌ,आ ऌ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2453,आः,ऌ,आयॢ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2454,आः,ए,आ ए,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2455,आः,ए,आये,रुत्व -> यत्व,8.2.66; 8.3.17,,
2456,आः,ऐ,आ ऐ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2457,आः,ऐ,आयै,रुत्व -> यत्व,8.2.66; 8.3.17,,
2458,आः,ओ,आ ओ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2459,आः,ओ,आयो,रुत्व -> यत्व,8.2.66; 8.3.17,,
2460,आः,औ,आ औ,रुत्व -> यत्व-> लोप,8.2.66; 8.3.17; 8.3.19,,
2461,आः,औ,आयौ,रुत्व -> यत्व,8.2.66; 8.3.17,,
2462,आः,श्,आश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2463,आः,श्,आः श्,विसर्ग,8.3.36,,
2464,आः,ष्,आष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2465,आः,ष्,आः ष्,विसर्ग,8.3.36,,
2466,आः,स्,आस्स्,सत्व,8.3.34,,
2467,आः,स्,आः स्,विसर्ग,8.3.36,,
2468,इः,र्,ई र्,रेफः -> रेफलोप-> दीर्घः,8.2.66; 8.3.14; 6.3.111,,
2469,इः,श्,इश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2470,इः,श्,इः श्,विसर्गः,8.3.36,,
2471,इः,ष्,इष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2472,इः,ष्,इः ष्,विसर्ग,8.3.36,,
2473,इः,स्,इस्स्,सत्व,8.3.34,,
2474,इः,स्,इः स्,विसर्ग,8.3.36,,
2475,ईः,र्,ई र्,रेफः -> रेफलोप-> दीर्घः,8.2.66; 8.3.14; 6.3.111,,
2476,ईः,श्,ईश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2477,ईः,श्,ईः श्,विसर्ग,8.3.36,,
2478,ईः,ष्,ईष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2479,ईः,ष्,ईः ष्,विसर्ग,8.3.36,,
2480,ईः,स्,ईस्स्,सत्व,8.3.34,,
2481,ईः,स्,ईः स्,विसर्ग,8.3.36,,
2482,उः,र्,ऊ र्,रेफः -> रेफलोप-> दीर्घः,8.2.66; 8.3.14; 6.3.111,,
2483,उः,श्,उश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2484,उः,श्,उः श्,विसर्ग,8.3.36,,
2485,उः,ष्,उष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2486,उः,ष्,उः ष्,विसर्ग,8.3.36,,
2487,उः,स्,उस्स्,सत्व,8.3.34,,
2488,उः,स्,उः स्,विसर्ग,8.3.36,,
2489,ऊः,र्,ऊ र्,रेफः -> रेफलोप-> दीर्घः,8.2.66; 8.3.14; 6.3.111,,
2490,ऊः,श्,ऊश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2491,ऊः,श्,ऊः श्,विसर्ग,8.3.36,,
2492,ऊः,ष्,ऊष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2493,ऊः,ष्,ऊः ष्,विसर्ग,8.3.36,,
2494,ऊः,स्,ऊस्स्,सत्व,8.3.34,,
2495,ऊः,स्,ऊः स्,विसर्ग,8.3.36,,
2496,ऋः,र्,ऋर्र्,रेफः,8.2.66,,
2497,ऋः,श्,ऋश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2498,ऋः,श्,ऋः श्,विसर्ग,8.3.36,,
2499,ऋः,ष्,ऋष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2500,ऋः,ष्,ऋः ष्,विसर्ग,8.3.36,,
2501,ऋः,स्,ऋस्स्,सत्व,8.3.34,,
2502,ऋः,स्,ऋः स्,विसर्ग,8.3.36,,
2503,़ः,र्,़र्र्,रेफः,8.2.66,,
2504,़ः,श्,़श्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2505,़ः,श्,़ः श्,विसर्ग,8.3.36,,
2506,़ः,ष्,़ष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2507,़ः,ष्,़ः ष्,विसर्ग,8.3.36,,
2508,़ः,स्,़स्स्,सत्व,8.3.34,,
2509,़ः,स्,़ः स्,विसर्ग,8.3.36,,
2510,़ः,ह्,़र्ह्,रेफः,8.2.66,,
2511,ऌः,र्,ऌर्र्,रेफः,8.2.66,,
2512,ऌः,श्,ऌश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2513,ऌः,श्,ऌः श्,विसर्ग,8.3.36,,
2514,ऌः,ष्,ऌष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2515,ऌः,ष्,ऌः ष्,विसर्ग,8.3.36,,
2516,ऌः,स्,ऌस्स्,सत्व,8.3.34,,
2517,ऌः,स्,ऌः स्,विसर्ग,8.3.36,,
2518,एः,र्,एर्र्,रेफः,8.2.66,,
2519,एः,श्,एश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2520,एः,श्,एः श्,विसर्ग,8.3.36,,
2521,एः,ष्,एष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2522,एः,ष्,एः ष्,विसर्ग,8.3.36,,
2523,एः,स्,एस्स्,सत्व,8.3.34,,
2524,एः,स्,एः स्,विसर्ग,8.3.36,,
2525,ओः,र्,ओर्र्,रेफः,8.2.66,,
2526,ओः,श्,ओश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2527,ओः,श्,ओः श्,विसर्ग,8.3.36,,
2528,ओः,ष्,ओष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2529,ओः,ष्,ओः ष्,विसर्ग,8.3.36,,
2530,ओः,स्,ओस्स्,सत्व,8.3.34,,
2531,ओः,स्,ओः स्,विसर्ग,8.3.36,,
2532,ऐः,र्,ऐर्र्,रेफः,8.2.66,,
2533,ऐः,श्,ऐश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2534,ऐः,श्,ऐः श्,विसर्ग,8.3.36,,
2535,ऐः,ष्,ऐष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2536,ऐः,ष्,ऐः ष्,विसर्ग,8.3.36,,
2537,ऐः,स्,ऐस्स्,सत्व,8.3.34,,
2538,ऐः,स्,ऐः स्,विसर्ग,8.3.36,,
2539,औः,र्,और्र्,रेफः,8.2.66,,
2540,औः,श्,औश्श्,सत्व -> श्चुत्व,8.3.34; 8.4.40,,
2541,औः,श्,औः श्,विसर्ग,8.3.36,,
2542,औः,ष्,औष्ष्,सत्व -> ष्टुत्व,8.3.34; 8.4.41,,
2543,औः,ष्,औः ष्,विसर्ग,8.3.36,,
2544,औः,स्,औस्स्,सत्व,8.3.34,,
2545,औः,स्,औः स्,विसर्ग,8.3.36,,
2546,ः,क्,><क्,जिह्वामूलीय,8.3.37,,
2547,ः,क्,ः क्,विसर्ग,8.3.37,,
2548,ः,ख्,><ख्,जिह्वामूलीय,8.3.37,,
2549,ः,ख्,ः ख्,विसर्ग,8.3.37,,
2550,ः,प्,><प्,उपध्मानीय,8.3.37,,
2551,ः,प्,ः प्,विसर्ग,8.3.37,,
